listing_id,date,num_reviews,reviewers
783202,2025-06-01,2,"51698547,2389167"
783202,2026-01-01,3,"8034420,100886446,54506129"
783202,2025-09-01,3,"117522790,81422075,167608754"
783202,2025-05-01,2,"19258022,32159373"
783202,2025-12-01,2,"380589693,79892238"
783202,2025-08-01,3,"366644498,18665437,105207406"
783202,2025-04-01,2,"64071231,3280938"
783341,2025-09-01,1,424803680
783341,2025-10-01,1,151452106
783341,2025-08-01,1,542710593
255476,2025-09-01,1,57521520
136493,2025-11-01,1,203599678
136493,2025-09-01,1,92443101
136493,2025-08-01,1,18122130
136493,2025-07-01,3,"179455060,42509740,23669302"
257097,2025-06-01,1,52675448
1087215,2025-09-01,1,5570050
1087215,2025-05-01,1,397445447
958444,2026-01-01,1,255599749
958444,2025-11-01,1,686976541
958444,2025-09-01,1,528653316
958444,2025-05-01,1,230235043
958444,2026-02-01,1,123774893
118061,2025-05-01,1,39172372
118061,2026-01-01,1,93068556
118061,2025-08-01,1,121713561
118061,2025-06-01,1,196289888
15341,2025-08-01,1,705306713
15341,2025-07-01,1,47931032
15341,2025-05-01,1,296546768
60611,2025-08-01,1,425826175
993575,2026-01-01,1,202334396
993575,2025-10-01,1,551892778
294259,2025-11-01,2,"39232447,217405993"
294259,2025-05-01,1,489376983
294259,2025-10-01,1,71210965
294259,2025-06-01,1,40907520
294259,2025-04-01,1,470091111
321136,2025-04-01,1,255520239
597544,2025-06-01,1,472601350
597544,2025-08-01,1,187418417
188803,2025-10-01,1,11898041
322037,2025-07-01,1,225653590
844319,2025-06-01,1,667391334
295998,2026-03-01,1,48358086
295998,2025-09-01,1,103034555
295998,2025-08-01,1,83133917
295998,2025-04-01,1,11575490
936218,2025-08-01,1,140269410
936218,2025-07-01,1,367209831
936218,2025-04-01,1,227311882
288726,2025-08-01,1,432113109
288726,2025-05-01,1,521070794
753687,2025-11-01,2,"535580020,181868085"
753687,2025-07-01,4,"444454279,111662523,36292246,495455667"
753687,2025-10-01,2,"506647572,32698390"
753687,2025-06-01,1,346950191
753687,2026-01-01,1,22321914
753687,2025-09-01,4,"20285334,102434873,91566940,392958827"
753687,2025-05-01,2,"91100545,15186630"
753687,2025-12-01,2,"456557479,128776107"
753687,2025-08-01,1,74158457
753687,2025-04-01,2,"456557479,25327424"
150804,2026-03-01,1,7806954
150804,2025-12-01,4,"92445332,6359931,328968026,493750818"
150804,2025-11-01,1,6424386
150804,2025-10-01,3,"201965536,12649409,12737752"
150804,2025-09-01,2,"452085025,392216759"
150804,2025-05-01,2,"317486093,26470654"
150804,2025-04-01,3,"113862,452664267,166700970"
753991,2026-03-01,1,5790520
753991,2025-05-01,1,120776244
753991,2025-08-01,1,479255393
794156,2025-04-01,1,113386795
530576,2025-06-01,1,1195274
450577,2025-08-01,1,45131674
106363,2025-11-01,1,185506374
106363,2025-05-01,1,597452175
106363,2025-12-01,1,58129906
106363,2025-08-01,2,"102719925,654898346"
873701,2025-11-01,1,2312251
873701,2025-07-01,1,52169282
873701,2025-10-01,1,557428473
1039984,2025-10-01,1,87392347
1039984,2025-07-01,1,685429483
26785,2025-09-01,1,339943250
213330,2026-01-01,1,351193071
213330,2025-09-01,2,"43407478,680939544"
213330,2025-05-01,1,240362420
213330,2025-12-01,1,32784528
213330,2025-10-01,2,"117681662,20408019"
213330,2025-08-01,1,71463950
213330,2025-06-01,3,"54219831,208735141,1029316"
213330,2025-04-01,2,"6605560,70537206"
666837,2026-01-01,1,730115929
666837,2025-05-01,1,53475121
666837,2025-12-01,1,25880729
666837,2025-06-01,1,132951380
299531,2025-09-01,1,533530652
299531,2025-06-01,1,431791833
299531,2025-08-01,1,116901417
100186,2025-12-01,1,137145166
100186,2025-08-01,1,26794003
100186,2025-04-01,1,93180850
69894,2025-06-01,1,250951702
6848,2025-11-01,1,231282457
6848,2025-10-01,1,2747203
6848,2025-04-01,1,179801712
850338,2025-06-01,1,174727355
1187643,2025-09-01,1,23780229
973535,2025-07-01,1,435336914
973535,2025-05-01,1,685261896
973535,2025-08-01,1,553526326
1263964,2025-07-01,1,416138048
927408,2025-12-01,1,655778780
927408,2025-11-01,1,22461280
927408,2025-05-01,1,506173642
684808,2025-10-01,1,591232054
684808,2025-08-01,1,438657991
684808,2025-05-01,1,218712268
781865,2025-05-01,1,234007203
781865,2026-02-01,1,458584078
781865,2025-08-01,1,447942639
12192,2025-07-01,1,682932464
12192,2026-01-01,1,723436394
984721,2025-05-01,1,553206434
66974,2025-11-01,1,80559395
66974,2025-08-01,1,16243472
455734,2025-08-01,1,466388180
498052,2025-07-01,1,48728258
498052,2025-06-01,1,220867550
498052,2025-09-01,2,"98654457,5416638"
498052,2025-05-01,1,17422217
498052,2025-12-01,1,129042704
498052,2025-08-01,4,"413396440,48528007,71207754,53929593"
498052,2025-04-01,3,"142205271,276581864,72479684"
49048,2025-09-01,1,42291538
49048,2025-07-01,1,182336320
49048,2025-06-01,1,74480186
711635,2025-08-01,1,396074223
826685,2025-05-01,1,227420345
886808,2026-03-01,1,43587368
886808,2025-11-01,7,"147579494,582886255,724444187,4964002,561601171,694334351,485834704"
886808,2025-07-01,3,"565075,46978129,329228259"
886808,2025-10-01,4,"4964002,4964002,14366235,4964002"
886808,2025-06-01,8,"196227497,693114155,18043868,565813906,37513518,668139589,53355884,107629081"
886808,2026-01-01,7,"408453550,522762480,4964002,179459206,4964002,4964002,533984808"
886808,2025-09-01,7,"71615313,63102259,465346,270750054,716229867,43884063,49588862"
886808,2025-05-01,7,"24548813,109015940,652438232,68572752,81338932,176382525,205576177"
886808,2025-12-01,5,"694334351,246500584,577641263,30152509,174385289"
886808,2025-08-01,9,"106952814,400513233,65874586,58107994,709099570,492571372,53066932,276895479,157829237"
886808,2025-04-01,5,"64996240,124478868,657516830,147579494,261783944"
1157522,2025-11-01,1,2761385
1157522,2025-07-01,1,16687462
1157522,2025-05-01,1,81627031
1157522,2025-04-01,1,271639272
1157522,2026-02-01,1,10236104
613528,2026-01-01,2,"502745948,730025308"
613528,2025-11-01,5,"78926626,125851611,500850569,345783456,36848620"
613528,2025-09-01,6,"325726040,336951131,401894880,184165119,408763032,215104170"
613528,2025-07-01,3,"130994,53812718,350038434"
613528,2025-05-01,3,"317121071,262509423,21839995"
613528,2026-02-01,3,"215415139,127838842,55699317"
613528,2025-12-01,4,"482546434,454832278,716913493,466098934"
613528,2025-10-01,7,"695693331,470950487,581178946,122532698,314046384,424160247,417460448"
613528,2025-08-01,1,5831998
613528,2025-06-01,1,60852641
613528,2025-04-01,2,"540401571,31732330"
302705,2025-11-01,1,3249337
302705,2025-10-01,1,36297532
302705,2025-09-01,1,479936178
302705,2025-06-01,1,587383547
302705,2025-04-01,1,16952331
31994,2025-11-01,6,"592277,52051426,79916381,724197219,724197219,457089452"
31994,2025-07-01,2,"152532540,28842402"
31994,2026-02-01,2,"108248,701656"
31994,2025-10-01,3,"67472982,330937578,714092699"
31994,2025-06-01,3,"108248,3268826,31256441"
31994,2025-09-01,8,"35177895,129577248,256065483,39607918,306467544,686124902,12719836,450902150"
31994,2025-12-01,3,"655615086,121107377,133567728"
31994,2025-08-01,2,"231214577,93376580"
31994,2025-04-01,2,"12516598,52051426"
1255828,2026-03-01,1,19567367
1255828,2025-10-01,1,2604437
1255828,2025-06-01,1,19464458
1255828,2025-05-01,1,327362565
1255828,2025-12-01,1,21026110
1255828,2025-08-01,1,681695534
645075,2025-11-01,2,"60558351,680335296"
645075,2025-07-01,2,"322735341,82050584"
645075,2025-10-01,2,"546301938,302971042"
645075,2025-06-01,1,39267042
645075,2025-09-01,1,367149260
645075,2025-05-01,3,"22177011,157419883,424905585"
645075,2025-12-01,6,"700968906,287922832,702612383,463155995,671342802,718149254"
645075,2025-08-01,3,"194803240,703571778,238688954"
191610,2026-03-01,1,233422406
191610,2025-11-01,2,"699293315,6885017"
191610,2025-09-01,2,"214141021,155722319"
191610,2025-07-01,1,61672179
191610,2025-05-01,1,2336572
191610,2026-02-01,1,9109503
191610,2025-12-01,1,52101221
191610,2025-10-01,2,"69715493,447583702"
191610,2025-08-01,3,"9266492,153148593,595277508"
191610,2025-06-01,1,175326478
191610,2025-04-01,1,13268609
721762,2025-05-01,1,21527280
721762,2025-10-01,1,107943864
292800,2026-01-01,1,85288312
292800,2025-09-01,1,454475198
33009,2025-11-01,1,15895229
33009,2025-12-01,1,7587273
993514,2025-07-01,1,68740983
993514,2025-09-01,1,423042172
993514,2025-10-01,1,19517891
255601,2025-11-01,4,"2576758,63919144,312217749,7681334"
255601,2025-07-01,4,"9635710,430162172,121758486,28623096"
255601,2025-10-01,3,"80806423,131682021,9587525"
255601,2025-06-01,1,63248057
255601,2026-02-01,2,"196354421,86759101"
255601,2025-05-01,2,"472531053,117703511"
255601,2025-09-01,2,"334060340,10259946"
255601,2026-01-01,2,"1415791,31089160"
255601,2025-12-01,1,368077306
255601,2025-08-01,1,45314700
255601,2025-04-01,4,"8884508,10218068,57554338,598010051"
753622,2025-09-01,1,461135450
208889,2025-11-01,1,238869175
1045897,2025-11-01,1,144338668
1045897,2025-07-01,1,395549987
864981,2025-04-01,1,457678485
1024647,2025-10-01,1,391504311
945297,2025-10-01,1,32516730
945297,2025-08-01,1,656132579
945297,2025-04-01,1,480914977
528485,2025-12-01,1,250949533
528485,2025-09-01,1,713161550
528485,2025-04-01,1,675683216
128975,2025-06-01,1,172542398
128975,2025-10-01,1,79484783
83243,2025-06-01,1,129902279
83243,2025-09-01,1,253881934
727512,2025-09-01,1,129187127
727512,2025-08-01,1,17131755
1331960,2025-07-01,1,270600892
1331960,2025-06-01,1,574966936
1117706,2025-11-01,1,5927687
1117706,2025-10-01,1,304969967
1117706,2025-06-01,1,62788507
1117706,2025-04-01,1,663853139
1117706,2026-02-01,1,231024931
1117706,2026-01-01,1,21578115
7097,2025-07-01,2,"108795617,32387454"
7097,2025-06-01,2,"144171631,419482988"
7097,2025-09-01,5,"711395759,2320497,34005597,59623028,585986445"
7097,2025-05-01,6,"302577757,249479339,80117289,430129919,175378548,411084666"
7097,2025-08-01,2,"47851520,152312493"
7097,2025-04-01,4,"179742347,13890179,565053774,56910721"
38833,2025-11-01,4,"49882845,282127364,21864170,5329303"
38833,2025-07-01,3,"9174788,239899731,370648642"
38833,2026-02-01,2,"53810511,741514244"
38833,2025-10-01,5,"214140537,409194922,38859772,175187004,39483746"
38833,2025-06-01,4,"156555942,3963462,696658499,134584475"
38833,2026-01-01,3,"102608117,28645468,257948766"
38833,2025-09-01,2,"359264074,150197722"
38833,2025-05-01,4,"479057690,289986431,414954658,538932321"
38833,2025-12-01,5,"176894008,464607061,529608251,446673454,656542761"
38833,2025-08-01,3,"77896808,2682442,14391715"
38833,2025-04-01,3,"3177614,236289604,5870272"
424767,2025-08-01,1,453186453
58059,2025-10-01,1,659153157
58059,2025-09-01,1,431918000
993576,2025-12-01,1,238489998
993576,2025-10-01,2,"149983863,32544474"
993576,2025-08-01,1,127569333
993576,2025-07-01,1,683791195
29628,2025-11-01,6,"38761455,50333807,30296277,118453867,85533335,30404059"
29628,2025-07-01,1,4196095
29628,2026-03-01,1,398892351
29628,2025-10-01,1,8831935
29628,2025-06-01,4,"77013487,386265891,408438067,135256714"
29628,2026-02-01,1,37004458
29628,2025-09-01,8,"13711673,119161139,300799089,379116971,99536628,34239206,125183373,30346096"
29628,2025-05-01,4,"211920693,63082163,30608261,18508579"
29628,2025-12-01,4,"126140668,297496593,240118823,430092"
29628,2025-08-01,4,"697706776,187012253,712975,713935784"
29628,2025-04-01,3,"61752120,132704705,52586528"
437352,2025-07-01,1,207566840
314982,2025-11-01,1,598138114
314982,2025-09-01,1,84283311
314982,2025-05-01,1,656224105
314982,2025-12-01,1,9441229
235951,2025-11-01,1,102960131
235951,2025-06-01,1,125255752
227495,2025-09-01,1,32077467
227495,2025-05-01,1,5281816
227495,2025-08-01,1,5369302
227495,2025-06-01,1,19800417
536578,2025-12-01,1,465471607
536578,2025-06-01,1,181604799
651648,2025-07-01,1,402711003
651648,2025-05-01,1,157699505
651648,2025-11-01,2,"194586359,78881560"
651648,2025-09-01,3,"542665776,40094276,6742128"
651648,2026-01-01,1,113650884
651648,2025-12-01,2,"659305208,193739164"
651648,2025-10-01,3,"456470272,22967246,675465502"
651648,2025-04-01,1,421377437
52689,2026-03-01,1,499102345
52689,2026-01-01,1,186365676
52689,2025-11-01,1,417630318
52689,2025-09-01,3,"697050969,93413418,158235627"
52689,2025-07-01,1,685321456
52689,2025-05-01,3,"348320626,132295507,61444"
52689,2026-02-01,1,4180670
52689,2025-12-01,3,"502130397,450525167,425785084"
52689,2025-10-01,2,"11116935,434870154"
52689,2025-08-01,1,332881645
52689,2025-06-01,3,"26058599,351603086,37174261"
52689,2025-04-01,2,"7289796,168029760"
568661,2025-08-01,1,58505574
170761,2026-03-01,2,"16879122,348853648"
170761,2026-01-01,3,"239527402,356764416,59477129"
170761,2025-11-01,5,"50783499,255830388,441049031,557184968,38833753"
170761,2025-09-01,5,"55025821,137170723,16141432,545222729,96977640"
170761,2025-07-01,4,"361015835,56490374,168371180,9089665"
170761,2025-05-01,6,"130956951,4356,247301885,128258347,354961984,480111130"
170761,2026-02-01,2,"134914969,436330553"
170761,2025-12-01,8,"127688236,316831945,118890616,533919210,35773628,2073897,6032311,336045268"
170761,2025-10-01,7,"76852414,430158340,210907929,107459186,27495295,135871013,130580352"
170761,2025-08-01,6,"25613354,488463568,11898041,129296404,4579454,491080744"
170761,2025-06-01,6,"437070399,21786588,36007681,3703715,12909338,290527892"
170761,2025-04-01,6,"331180311,38467973,6875592,44925261,111204971,6762133"
1258651,2026-01-01,2,"19628786,420163106"
1258651,2025-11-01,3,"150610980,152525148,5682992"
1258651,2025-09-01,3,"349710431,87591875,599199938"
1258651,2025-07-01,2,"61742905,92029645"
1258651,2025-05-01,1,571984506
1258651,2026-02-01,1,21269202
1258651,2025-12-01,2,"57128017,455645105"
1258651,2025-10-01,1,23146015
1258651,2025-08-01,3,"276971561,27867365,73850165"
1258651,2025-06-01,1,53265772
1258651,2025-04-01,2,"311825545,309154204"
235960,2025-09-01,1,13223388
235960,2025-07-01,1,182551489
235960,2025-06-01,1,125282715
235960,2025-04-01,1,9665611
739239,2025-07-01,1,27164964
739239,2025-08-01,1,112357471
739239,2025-10-01,1,716283208
1036498,2025-11-01,1,4377648
1036498,2025-12-01,1,20376531
1036498,2025-08-01,1,567210796
225976,2026-01-01,1,585079226
690603,2025-09-01,1,274325370
1035120,2025-06-01,1,82168632
66251,2025-11-01,1,406939814
66251,2025-07-01,1,685254173
66251,2025-05-01,1,10918
837503,2025-11-01,1,423633822
837503,2025-08-01,1,694443761
1127770,2025-12-01,1,18704846
1127770,2025-11-01,2,"79055662,33563721"
1127770,2025-10-01,3,"28467799,97113543,1373357"
1127770,2025-09-01,2,"268572535,7187786"
1127770,2025-08-01,2,"532202815,240051579"
1127770,2025-07-01,2,"65871628,65871628"
1127770,2025-06-01,2,"20482611,284412"
1127770,2025-05-01,2,"110973787,58082250"
1127770,2025-04-01,2,"55958226,152127563"
784122,2025-07-01,1,464860927
784122,2025-08-01,1,78198068
607781,2025-10-01,1,21548282
607781,2025-06-01,1,340629481
607781,2025-05-01,1,417932718
607781,2025-12-01,1,78341227
607781,2025-08-01,1,495619277
1040182,2025-10-01,1,512682131
343276,2025-11-01,4,"705271717,722445922,728432520,498373453"
343276,2025-09-01,4,"16377141,58605463,661717952,160664103"
343276,2025-05-01,4,"1358308,448121654,286505736,112156554"
343276,2025-12-01,5,"135703449,368991371,699427338,732319001,298007098"
343276,2025-10-01,4,"77371912,110932490,185126568,18864371"
343276,2025-08-01,2,"707969901,157704555"
343276,2025-06-01,1,91137483
343276,2025-04-01,3,"520505470,562798827,303752230"
253332,2025-12-01,2,"2385301,202520635"
253332,2025-11-01,1,2333815
253332,2025-09-01,2,"19758051,31177297"
253332,2025-08-01,1,54545588
253332,2025-05-01,1,56891723
253332,2025-04-01,1,680843750
253332,2025-06-01,1,295266992
189135,2025-11-01,3,"223513993,3952615,56606664"
189135,2025-09-01,3,"118132309,179850310,460811104"
189135,2025-05-01,1,4694399
189135,2025-08-01,1,461325871
189135,2025-06-01,1,517512715
189135,2025-12-01,3,"220468086,338161271,477948760"
189135,2025-10-01,4,"342081173,154583283,8736051,20218238"
189135,2026-02-01,1,722870658
55959,2026-03-01,1,20073496
55959,2026-01-01,1,184045164
55959,2025-11-01,1,203954661
55959,2025-09-01,2,"60257062,153316639"
55959,2025-05-01,2,"243562441,3414186"
55959,2026-02-01,1,53164024
55959,2025-10-01,1,1747389
55959,2025-08-01,1,22820435
55959,2025-06-01,1,259028145
55959,2025-04-01,2,"456989385,105092111"
287845,2025-09-01,1,11399145
287845,2025-08-01,1,6717359
906038,2025-08-01,1,390906665
302309,2026-01-01,1,3316361
263888,2025-11-01,1,11483163
263888,2025-10-01,1,21605013
263888,2025-06-01,1,27744155
263888,2025-09-01,1,40826488
263888,2025-08-01,1,82046228
982276,2025-05-01,1,286540206
982276,2025-10-01,1,375045682
6990,2025-11-01,1,483030654
6990,2026-01-01,1,481446116
6990,2025-05-01,1,208241066
1100421,2025-10-01,1,228705601
230877,2025-11-01,1,46944083
230877,2025-07-01,1,137145166
230877,2025-10-01,1,363904822
230877,2025-08-01,1,13931324
747316,2025-09-01,1,138413635
747316,2025-05-01,1,436868087
552502,2025-08-01,1,441222255
552502,2025-09-01,1,184336398
116551,2025-11-01,1,10143465
848718,2026-01-01,1,369262344
848718,2025-11-01,2,"4179750,135989277"
848718,2025-09-01,1,56552583
848718,2025-07-01,1,277189922
848718,2025-05-01,1,70125766
848718,2025-12-01,2,"40986169,48903369"
848718,2025-10-01,2,"16234584,63743617"
848718,2025-08-01,3,"224502972,708693820,593825613"
848718,2025-04-01,3,"302110208,69288777,9558498"
848718,2025-06-01,3,"17301417,10924419,373573832"
431865,2026-03-01,1,7679850
431865,2025-11-01,2,"18762669,16262361"
431865,2025-09-01,4,"18932814,71216025,130145795,7508226"
431865,2025-07-01,1,699157847
431865,2025-05-01,2,"3701174,427182786"
431865,2026-02-01,1,4853419
431865,2025-12-01,2,"14917587,34055052"
431865,2025-10-01,3,"2725114,230061361,7203769"
431865,2025-08-01,3,"274659284,45556766,97039087"
431865,2025-06-01,2,"498521067,15186703"
431865,2025-04-01,3,"149825110,6566443,171470673"
18728,2025-08-01,1,360212685
1361017,2025-08-01,1,35897658
303264,2025-06-01,1,102385863
698132,2025-11-01,2,"398660068,57754710"
698132,2025-07-01,1,23242361
698132,2026-02-01,1,5920776
698132,2025-10-01,2,"80067171,23242361"
698132,2025-06-01,4,"16003214,13426146,31530626,86378727"
698132,2025-09-01,1,1486964
698132,2025-05-01,3,"477275856,7273792,44228784"
698132,2025-12-01,2,"439927427,4185005"
698132,2025-08-01,1,514882679
698132,2025-04-01,3,"592950805,25897340,315598791"
294242,2025-09-01,1,25561907
294242,2025-05-01,2,"84630515,5562178"
294242,2025-06-01,1,55785112
739242,2025-08-01,1,158075564
739242,2025-09-01,1,24980711
